"ï..Compound.Type","Compound","Expected.RT","Status","Filename","Sample.ID","Sample.Name","Height","Area","Actual.RT","RT.Delta","Formula","Adduct","Theoretical.Amt","Sample.Amt","m.z..Expected.","m.z..Apex.","m.z..Delta.ppm..","Response.Ratio","Integration.Mode","Active","Excluded","PK","IR","IP","LS","FI","Confirm","Isotopic.Pattern.Score....","Num.Isotopes.Matched","Lib.Match.Name","Library.Score....","Library.Match.Rank","Fragment.1","Fragment.1..mass.delta.","Fragment.2","Fragment.2..mass.delta.","Fragment.3","Fragment.3..mass.delta.","Fragment.4","Fragment.4..mass.delta.","Fragment.5","Fragment.5..mass.delta.","Flag.Details"
"Target Compound","dTTP M5",23.8,"Processed","AK-015",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,485.9987,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M5",23.8,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,485.9987,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","500k_cells",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-001",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-002",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-003",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-004",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-005",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-006",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-007",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-008",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-009",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-010",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-011",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-012",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-013",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-014",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","AK-015",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M6",23.8,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,487.0021,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","500k_cells",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-001",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-002",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-003",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-004",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-005",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-006",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-007",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-008",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-009",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-010",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-011",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-012",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-013",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-014",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","AK-015",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M7",23.8,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,488.0054,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","500k_cells",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-001",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-002",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-003",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-004",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-005",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-006",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-007",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-008",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-009",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-010",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-011",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-012",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-013",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-014",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","AK-015",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M8",23.8,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,489.0088,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","500k_cells",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-001",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-002",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-003",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-004",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-005",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-006",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-007",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-008",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-009",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-010",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-011",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-012",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-013",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-014",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","AK-015",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dTTP M9",23.8,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H17N2O14P3",NA,NA,NA,490.0121,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","500k_cells",1,NA,NA,NA,NA,NA,"C9H12N2O5",NA,NA,NA,227.0673,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","AK-001",1,NA,4538,45077,4.03,0.13,"C9H12N2O5","M-H",NA,NA,227.0673,227.0672,-0.4162,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","AK-002",1,NA,7810,101331,4.12,0.22,"C9H12N2O5","M-H",NA,NA,227.0673,NA,NA,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","AK-003",1,NA,20411,218653,4.12,0.22,"C9H12N2O5","M-H",NA,NA,227.0673,227.0673,-0.2147,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","AK-004",1,NA,34826,384071,4.1,0.2,"C9H12N2O5","M-H",NA,NA,227.0673,227.0669,-2.029,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","AK-005",1,NA,14525,153896,4.11,0.21,"C9H12N2O5","M-H",NA,NA,227.0673,227.0674,0.4573,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","AK-006",1,NA,30229,407781,4.13,0.23,"C9H12N2O5","M-H",NA,NA,227.0673,227.0674,0.1885,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","AK-007",1,NA,5493,58961,4.07,0.17,"C9H12N2O5","M-H",NA,NA,227.0673,227.0671,-1.1554,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","AK-008",1,NA,12396,142110,4.12,0.22,"C9H12N2O5","M-H",NA,NA,227.0673,227.0672,-0.4162,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","dU M0",3.9,"Processed","AK-009",1,NA,9601,105657,4.16,0.26,"C9H12N2O5","M-H",NA,NA,227.0673,NA,NA,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
